objectid,filename,youtubeid,title,date,date is approximate?,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude
BallCreek-CedarRub-Cinnamonbearinvestigatestree2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbearinvestigatestree2.1.avi,,Cinnamonbearinvestigatestree2.1,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Cinnamonbearrubs2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbearrubs2.0.avi,,Cinnamonbearrubs2.0,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Cinnamonphasedblackbearinvestigatestree,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonphasedblackbearinvestigatestree.avi,,Cinnamonphasedblackbearinvestigatestree,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Critterchecksoutcam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Critterchecksoutcam.avi,,Critterchecksoutcam,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Hikerinvestigates,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Hikerinvestigates.avi,,Hikerinvestigates,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-imagineifyouweretosawthroughthat,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-imagineifyouweretosawthroughthat.avi,,imagineifyouweretosawthroughthat,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Licheninthewind,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Licheninthewind.avi,,Licheninthewind,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Mandrawsgun,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mandrawsgun.avi,,Mandrawsgun,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Mantakespicture,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mantakespicture.avi,,Mantakespicture,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Mantakespictureofwifeanddaughter,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mantakespictureofwifeanddaughter.avi,,Mantakespictureofwifeanddaughter,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Moosedeparture,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Moosedeparture.avi,,Moosedeparture,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Mooseinvestigatestree,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mooseinvestigatestree.avi,,Mooseinvestigatestree,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Moosepassesthrough,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Moosepassesthrough.avi,,Moosepassesthrough,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Morningtree,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Morningtree.avi,,Morningtree,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Nightbird,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Nightbird.avi,,Nightbird,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Nightshotbirdsound,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Nightshotbirdsound.avi,,Nightshotbirdsound,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Nighttimevid,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Nighttimevid.avi,,Nighttimevid,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Thereweretreeslikethiseverywhere,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Thereweretreeslikethiseverywhere.avi,,Thereweretreeslikethiseverywhere,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-CedarRub-Wetblackbearrubdismount,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Wetblackbearrubdismount.avi,,Wetblackbearrubdismount,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259
BallCreek-SmallClearing-BigBullmooseapproachesfromright,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-BigBullmooseapproachesfromright.avi,,BigBullmooseapproachesfromright,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Blackbearinspectscam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Blackbearinspectscam.avi,,Blackbearinspectscam,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Blusterydayshot,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Blusterydayshot.avi,,Blusterydayshot,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullandcowmooseatnight,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullandcowmooseatnight.avi,,Bullandcowmooseatnight,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmoosebehindnight,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosebehindnight.avi,,Bullmoosebehindnight,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmoosecenteredaway,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosecenteredaway.avi,,Bullmoosecenteredaway,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmoosefogscam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosefogscam.avi,,Bullmoosefogscam,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmooseheadclearandcloseup,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmooseheadclearandcloseup.avi,,Bullmooseheadclearandcloseup,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmooseheadinclearingcam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmooseheadinclearingcam.avi,,Bullmooseheadinclearingcam,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmoosequarteringawaycloseup,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosequarteringawaycloseup.avi,,Bullmoosequarteringawaycloseup,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmoosequarteringawayvideo,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosequarteringawayvideo.avi,,Bullmoosequarteringawayvideo,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmoosequarteringawaywithwoodpecker,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosequarteringawaywithwoodpecker.avi,,Bullmoosequarteringawaywithwoodpecker,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmooseshoulderprofilebellandwind,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmooseshoulderprofilebellandwind.avi,,Bullmooseshoulderprofilebellandwind,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmoosethrushpeckerlookingback,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosethrushpeckerlookingback.avi,,Bullmoosethrushpeckerlookingback,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Bullmoosewalksofftotheleft,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosewalksofftotheleft.avi,,Bullmoosewalksofftotheleft,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Chocolatebearbitescam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Chocolatebearbitescam.avi,,Chocolatebearbitescam,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Chocolatebearsniffscenter,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Chocolatebearsniffscenter.avi,,Chocolatebearsniffscenter,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmooseapproach,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmooseapproach.avi,,Cowmooseapproach,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmooseapproachesfromleft,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmooseapproachesfromleft.avi,,Cowmooseapproachesfromleft,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmooseapproachesfromright,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmooseapproachesfromright.avi,,Cowmooseapproachesfromright,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmooseblurrylookingatcam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmooseblurrylookingatcam.avi,,Cowmooseblurrylookingatcam,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmoosebrowsingcenterright,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmoosebrowsingcenterright.avi,,Cowmoosebrowsingcenterright,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmoosebrowsingindistance,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmoosebrowsingindistance.avi,,Cowmoosebrowsingindistance,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmoosecenteredwiththrushlookswestwalksoff,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmoosecenteredwiththrushlookswestwalksoff.avi,,Cowmoosecenteredwiththrushlookswestwalksoff,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmooseearlymorningfoggycam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmooseearlymorningfoggycam.avi,,Cowmooseearlymorningfoggycam,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmooseexitscenterleft,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmooseexitscenterleft.avi,,Cowmooseexitscenterleft,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmoosefrozenlookingaway,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmoosefrozenlookingaway.avi,,Cowmoosefrozenlookingaway,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmooseitchesleg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmooseitchesleg.avi,,Cowmooseitchesleg,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Cowmoosewithbellblurryright,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Cowmoosewithbellblurryright.avi,,Cowmoosewithbellblurryright,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Deckerpano,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Deckerpano.avi,,Deckerpano,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Deckertoss,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Deckertoss.avi,,Deckertoss,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Largeblackbearcenteredbrowsing,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Largeblackbearcenteredbrowsing.avi,,Largeblackbearcenteredbrowsing,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Nicelylitdoebrowsing,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Nicelylitdoebrowsing.avi,,Nicelylitdoebrowsing,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Nightrain,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Nightrain.avi,,Nightrain,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Smallbullpassby,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Smallbullpassby.avi,,Smallbullpassby,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Swainsonsthrushsong,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Swainsonsthrushsong.avi,,Swainsonsthrushsong,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Swainsonsthrushsong2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Swainsonsthrushsong2.avi,,Swainsonsthrushsong2,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Swainsonsthrushsong3,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Swainsonsthrushsong3.avi,,Swainsonsthrushsong3,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Upsetsquirrelorchipmonk,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Upsetsquirrelorchipmonk.avi,,Upsetsquirrelorchipmonk,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Variedthrushsong,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Variedthrushsong.avi,,Variedthrushsong,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Variedthrushthreecalls,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Variedthrushthreecalls.avi,,Variedthrushthreecalls,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Whitetailchewingcudinforeground,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Whitetailchewingcudinforeground.avi,,Whitetailchewingcudinforeground,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Whitetaildoe,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Whitetaildoe.avi,,Whitetaildoe,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Whitetaildoeboundingcautiously,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Whitetaildoeboundingcautiously.avi,,Whitetaildoeboundingcautiously,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Whitetaildoebrowsing,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Whitetaildoebrowsing.avi,,Whitetaildoebrowsing,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Whitetaildoebrowsingagain,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Whitetaildoebrowsingagain.avi,,Whitetaildoebrowsingagain,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Whitetaildoecenteredawaywiththrush,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Whitetaildoecenteredawaywiththrush.avi,,Whitetaildoecenteredawaywiththrush,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Whitetaildoewalkingoffnervously,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Whitetaildoewalkingoffnervously.avi,,Whitetaildoewalkingoffnervously,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Whitetaildoewalksawayfromcamera,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Whitetaildoewalksawayfromcamera.avi,,Whitetaildoewalksawayfromcamera,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Whitetaildoewithtwinfawnsfollowing,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Whitetaildoewithtwinfawnsfollowing.avi,,Whitetaildoewithtwinfawnsfollowing,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Youngbullmooseandthrush,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Youngbullmooseandthrush.avi,,Youngbullmooseandthrush,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Youngbullmoosepassesinthenight,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Youngbullmoosepassesinthenight.avi,,Youngbullmoosepassesinthenight,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-SmallClearing-Youngbullmoosethrushdeparture,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Youngbullmoosethrushdeparture.avi,,Youngbullmoosethrushdeparture,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875
BallCreek-StreamCrossing-Boysapproachcam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-StreamCrossing-Boysapproachcam.avi,,Boysapproachcam,,,,,Ball Creek;Stream Crossing,,,video/avi,48.766313,-116.585614
BallCreek-StreamCrossing-Boysdepart,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-StreamCrossing-Boysdepart.avi,,Boysdepart,,,,,Ball Creek;Stream Crossing,,,video/avi,48.766313,-116.585614
BallCreek-StreamCrossing-Camsetup,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-StreamCrossing-Camsetup.avi,,Camsetup,,,,,Ball Creek;Stream Crossing,,,video/avi,48.766313,-116.585614
BallCreek-StreamCrossing-Elkbrowse,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-StreamCrossing-Elkbrowse.avi,,Elkbrowse,,,,,Ball Creek;Stream Crossing,,,video/avi,48.766313,-116.585614
BallCreek-StreamCrossing-Elkbrowse2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-StreamCrossing-Elkbrowse2.0.avi,,Elkbrowse2.0,,,,,Ball Creek;Stream Crossing,,,video/avi,48.766313,-116.585614
BallCreek-StreamCrossing-Elkpassescam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-StreamCrossing-Elkpassescam.avi,,Elkpassescam,,,,,Ball Creek;Stream Crossing,,,video/avi,48.766313,-116.585614
BallCreek-StreamCrossing-Nightvid,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-StreamCrossing-Nightvid.avi,,Nightvid,,,,,Ball Creek;Stream Crossing,,,video/avi,48.766313,-116.585614
BallCreek-StreamCrossing-WhitetailedDoe,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-StreamCrossing-WhitetailedDoe.avi,,WhitetailedDoe,,,,,Ball Creek;Stream Crossing,,,video/avi,48.766313,-116.585614
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0192,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0192.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0194,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0194.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0196,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0196.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0198,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0198.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0200,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0200.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0202,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0202.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0204,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0204.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0206,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0206.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0208,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0208.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0210,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0210.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0212,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0212.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0214,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0214.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0216,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0216.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0218,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0218.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0220,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0220.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0222,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0222.avi,,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,video/avi,48.977655,-117.001221
