objectid,filename,youtubeid,title,date,date is approximate?,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0046,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0046.jpg,,IMAG0046.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0047,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0047.jpg,,IMAG0047.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0048,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0048.jpg,,IMAG0048.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0049,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0049.jpg,,IMAG0049.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0050,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0050.jpg,,IMAG0050.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0051,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0051.jpg,,IMAG0051.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0052,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0052.jpg,,IMAG0052.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0053,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0053.jpg,,IMAG0053.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0054,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0054.jpg,,IMAG0054.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0055,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0055.jpg,,IMAG0055.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0056,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0056.jpg,,IMAG0056.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0057,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0057.jpg,,IMAG0057.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0058,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0058.jpg,,IMAG0058.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0059,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0059.jpg,,IMAG0059.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0060,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0060.jpg,,IMAG0060.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0061,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0061.jpg,,IMAG0061.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0062,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0062.jpg,,IMAG0062.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0063,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0063.jpg,,IMAG0063.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0064,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0064.jpg,,IMAG0064.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0065,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0065.jpg,,IMAG0065.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0066,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0066.jpg,,IMAG0066.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0067,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0067.jpg,,IMAG0067.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0068,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0068.jpg,,IMAG0068.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0069,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0069.jpg,,IMAG0069.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0070,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0070.jpg,,IMAG0070.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0071,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0071.jpg,,IMAG0071.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0074,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0074.jpg,,IMAG0074.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0075,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0075.jpg,,IMAG0075.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0076,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0076.jpg,,IMAG0076.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0077,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0077.jpg,,IMAG0077.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0078,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0078.jpg,,IMAG0078.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0079,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0079.jpg,,IMAG0079.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0081,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0081.jpg,,IMAG0081.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0082,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0082.jpg,,IMAG0082.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0084,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0084.jpg,,IMAG0084.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0085,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0085.jpg,,IMAG0085.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0086,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0086.jpg,,IMAG0086.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0087,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0087.jpg,,IMAG0087.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0088,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0088.jpg,,IMAG0088.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0089,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0089.jpg,,IMAG0089.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0090,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0090.jpg,,IMAG0090.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0091,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0091.jpg,,IMAG0091.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0092,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0092.jpg,,IMAG0092.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0093,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0093.jpg,,IMAG0093.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0094,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0094.jpg,,IMAG0094.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0095,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0095.jpg,,IMAG0095.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0096,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0096.jpg,,IMAG0096.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0097,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0097.jpg,,IMAG0097.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0098,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0098.jpg,,IMAG0098.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0099,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0099.jpg,,IMAG0099.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0100,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0100.jpg,,IMAG0100.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0101,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0101.jpg,,IMAG0101.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0102,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0102.jpg,,IMAG0102.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0103,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0103.jpg,,IMAG0103.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0104,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0104.jpg,,IMAG0104.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0105,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0105.jpg,,IMAG0105.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0106,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0106.jpg,,IMAG0106.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0107,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0107.jpg,,IMAG0107.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0108,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0108.jpg,,IMAG0108.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0109,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0109.jpg,,IMAG0109.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0110,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0110.jpg,,IMAG0110.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0111,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0111.jpg,,IMAG0111.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0112,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0112.jpg,,IMAG0112.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0113,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0113.jpg,,IMAG0113.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0114,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0114.jpg,,IMAG0114.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0115,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0115.jpg,,IMAG0115.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0116,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0116.jpg,,IMAG0116.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0117,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0117.jpg,,IMAG0117.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0118,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0118.jpg,,IMAG0118.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0119,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0119.jpg,,IMAG0119.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0120,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0120.jpg,,IMAG0120.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0121,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0121.jpg,,IMAG0121.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0122,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0122.jpg,,IMAG0122.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0123,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0123.jpg,,IMAG0123.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0124,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0124.jpg,,IMAG0124.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0125,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0125.jpg,,IMAG0125.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0126,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0126.jpg,,IMAG0126.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0127,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0127.jpg,,IMAG0127.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0128,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0128.jpg,,IMAG0128.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0129,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0129.jpg,,IMAG0129.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0130,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0130.jpg,,IMAG0130.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216
